gene_id	EV_4	DNMT3B_4	DNMT3B_2	EV_3	DNMT3B_3
YGR159C	174	381	510	229	424
YGR160W	27	52	116	51	97
YGR161C	3535	3905	7361	10972	6489
YGR161C-C	0	0	0	0	0
YGR161C-D	0	0	0	0	0
YGR161W-A	0	0	0	0	0
YGR161W-B	0	0	0	0	0
YGR161W-C	424	367	890	1300	748
YGR162W	415	659	838	625	833
YGR163W	866	442	462	808	471
YGR164W	0	1	0	2	0
YGR165W	225	403	301	198	402
YGR166W	130	171	201	121	160
YGR167W	1163	1128	1117	990	1145
YGR168C	154	214	229	216	194
YGR169C	50	101	76	89	123
YGR169C-A	353	303	298	393	282
YGR170W	398	391	417	427	383
YGR171C	120	166	166	107	203
YGR172C	199	267	279	236	282
YGR173W	105	150	178	133	167
YGR174C	2305	1839	1195	1758	1835
YGR174W-A	119	72	54	109	67
YGR175C	1438	1176	4327	2573	2100
YGR176W	9	4	29	21	15
YGR177C	33	28	65	76	41
YGR178C	1421	1360	1251	1190	1389
YGR179C	91	114	139	135	131
YGR180C	2714	3095	3702	2882	3858
YGR181W	276	273	287	326	299
YGR182C	742	663	502	568	611
YGR183C	4193	3247	2752	3207	3183
YGR184C	828	922	889	746	936
YGR185C	404	407	597	634	451
YGR186W	1131	961	887	1047	973
YGR187C	79	141	216	175	148
YGR188C	74	90	114	86	80
YGR189C	1791	3206	6912	1882	4704
YGR190C	112	111	177	150	131
YGR191W	986	1124	1316	1275	1119
YGR192C	72079	93792	88058	66015	88625
YGR193C	896	740	737	1038	815
YGR194C	1240	1002	842	964	1076
YGR195W	136	204	227	162	215
YGR196C	262	281	345	372	338
YGR197C	716	490	507	890	447
YGR198W	139	173	255	361	214
YGR199W	245	236	349	284	303
YGR200C	136	209	269	231	280
YGR201C	3043	1407	1043	2098	1252
YGR202C	567	557	790	933	729
YGR203W	211	153	211	219	167
YGR204C-A	25	27	20	27	7
YGR204W	2567	2394	3909	4826	2949
YGR205W	676	498	424	560	434
YGR206W	245	202	202	256	178
YGR207C	330	461	486	377	513
YGR208W	56	79	108	46	68
YGR209C	5433	4559	3112	3673	3957
YGR210C	224	326	421	306	383
YGR211W	291	438	378	284	405
YGR212W	101	130	193	104	187
YGR213C	134	147	207	95	129
YGR214W	937	1846	2780	2261	2383
YGR215W	178	307	230	143	306
YGR216C	130	178	185	178	152
YGR217W	88	136	153	126	156
YGR218W	1064	980	966	1097	1045
YGR219W	165	257	228	126	241
YGR220C	294	517	450	236	556
YGR221C	246	216	322	316	261
YGR222W	164	179	190	193	184
YGR223C	483	479	594	582	561
YGR224W	173	146	222	218	199
YGR225W	337	283	337	398	261
YGR226C	89	51	67	71	71
YGR227W	117	151	175	139	189
YGR228W	140	187	238	166	229
YGR229C	335	454	780	531	669
YGR230W	104	93	124	236	148
YGR231C	2116	1933	1414	1633	1811
YGR232W	426	418	438	504	423
YGR233C	193	303	382	252	353
YGR234W	1945	3051	6322	3425	4486
YGR235C	685	754	793	746	842
YGR236C	8132	2282	1277	3798	1794
YGR237C	764	554	621	746	572
YGR238C	347	289	295	360	332
YGR239C	213	161	378	583	234
YGR240C	3888	6452	6970	4877	6280
YGR240C-A	22	44	41	33	28
YGR241C	534	461	782	582	656
YGR242W	14	13	50	24	28
YGR243W	2815	1663	2679	4379	2537
YGR244C	2487	2264	2498	2774	2579
YGR245C	230	257	366	313	362
YGR246C	325	307	292	366	340
YGR247W	525	360	336	447	393
YGR248W	6250	2822	1381	3397	2113
YGR249W	571	788	938	703	828
YGR250C	1087	1584	1485	1216	1405
YGR251W	165	181	210	393	170
YGR252W	225	267	294	245	283
YGR253C	1445	1686	1278	1093	1527
YGR254W	40286	82019	93064	38709	76831
YGR255C	1114	916	730	904	889
YGR256W	6455	3572	1696	3033	2381
YGR257C	304	315	289	355	283
YGR258C	441	468	412	546	382
YGR259C	402	404	1977	1685	1190
YGR260W	2563	2303	9729	8739	6163
YGR261C	184	208	239	196	245
YGR262C	267	344	380	319	361
YGR263C	144	173	177	150	167
YGR264C	241	268	423	450	320
YGR265W	13	11	22	17	18
YGR266W	228	105	315	537	202
YGR267C	1625	964	1371	2249	1085
YGR268C	384	444	737	556	562
YGR269W	24	31	34	40	34
YGR270C-A	10	15	23	13	23
YGR270W	603	640	763	656	662
YGR271C-A	40	108	114	58	99
YGR271W	247	239	274	328	286
YGR273C	12	4	24	19	8
YGR274C	267	279	322	267	345
YGR275W	223	274	315	252	269
YGR276C	364	370	341	417	369
YGR277C	165	253	276	174	215
YGR278W	109	168	146	137	157
YGR279C	1169	1488	2676	1193	2153
YGR280C	592	407	646	932	461
YGR281W	1732	845	1000	1859	933
YGR282C	14286	17035	18519	14654	17412
YGR283C	95	171	185	149	151
YGR284C	493	709	700	529	661
YGR285C	276	628	883	339	716
YGR286C	3642	3973	6676	7527	7408
YGR287C	60	90	89	67	81
YGR288W	337	270	366	605	349
YGR289C	1310	1094	1047	1329	1096
YGR290W	127	136	131	157	175
YGR291C	0	0	0	0	0
YGR292W	29	104	55	25	60
YGR293C	3	0	6	3	4
YGR294W	5	1	7	3	5
YGR295C	1441	1154	1585	1439	1219
YGR296C-A	0	0	0	0	0
YGR296C-B	1	0	1	3	1
YGR296W	0	0	0	1	0
YHL001W	332	375	504	516	406
YHL002C-A	179	175	249	224	186
YHL002W	861	741	872	802	795
YHL003C	397	400	539	557	488
YHL004W	292	558	477	384	655
YHL005C	3	8	10	13	3
YHL006C	58	45	85	95	60
YHL006W-A	33	30	46	52	51
YHL007C	234	303	447	335	417
YHL008C	92	40	40	60	52
YHL009C	114	153	153	152	152
YHL009W-A	0	0	0	0	0
YHL009W-B	0	0	0	0	0
YHL010C	268	248	220	220	244
YHL011C	230	370	656	470	505
YHL012W	206	195	224	221	192
YHL013C	105	97	147	136	119
YHL014C	91	113	109	76	124
YHL015W	1072	2515	4227	2930	3497
YHL015W-A	5	8	11	8	6
YHL016C	219	163	275	389	213
YHL017W	393	372	338	295	352
YHL018W	12	16	30	16	22
YHL019C	351	315	337	292	318
YHL019W-A	167	169	176	152	166
YHL020C	374	421	789	562	651
YHL021C	11654	5319	6243	11573	6861
YHL022C	24	49	63	39	50
YHL023C	214	232	311	268	274
YHL024W	1266	1084	1314	1609	1344
YHL025W	852	664	687	905	761
YHL026C	121	155	247	151	192
YHL027W	1547	1009	1444	2232	1352
YHL028W	270	281	277	206	271
YHL029C	340	376	404	497	414
YHL030W	267	347	281	248	337
YHL030W-A	175	227	301	198	318
YHL031C	320	356	428	296	455
YHL032C	4356	3315	3102	4529	3860
YHL033C	264	834	1150	755	949
YHL034C	3536	3136	2620	2739	2992
YHL034W-A	1930	1656	1350	1412	1625
YHL035C	472	528	269	379	358
YHL036W	329	247	207	515	247
YHL037C	7	5	5	8	7
YHL038C	125	157	136	183	148
YHL039W	226	214	220	288	230
YHL040C	306	593	286	640	410
YHL041W	1	1	0	4	0
YHL042W	40	54	57	50	41
YHL043W	129	111	116	141	112
YHL044W	224	133	133	256	111
YHL045W	2	0	3	4	3
YHL046C	1	3	3	0	1
YHL046W-A	37	78	35	90	42
YHL047C	528	807	436	758	492
YHL048C-A	8	2	10	8	6
YHL048W	1449	1337	1830	1397	1481
YHL049C	0	0	0	0	0
YHL050C	100	68	80	75	88
YHL050W-A	90	74	58	85	84
YHR001W	663	623	619	662	655
YHR001W-A	5018	3487	2232	3510	2778
YHR002W	374	349	393	599	405
YHR003C	175	232	247	221	241
YHR004C	512	469	661	673	620
YHR005C	167	184	434	300	271
YHR005C-A	604	872	983	698	1059
YHR006W	1450	911	1128	2004	968
YHR007C	1087	1067	3296	2132	1839
YHR007C-A	17	20	12	46	10
YHR008C	12018	7905	6294	8729	7087
YHR009C	1314	1349	1192	1066	1212
YHR010W	714	1603	2347	1811	1942
YHR011W	130	165	107	100	161
YHR012W	234	278	297	212	289
YHR013C	49	102	180	96	172
YHR014W	3	37	72	14	47
YHR015W	60	54	104	115	76
YHR016C	1243	866	917	1223	951
YHR017W	647	418	541	836	515
YHR018C	6880	3690	5830	15272	4854
YHR019C	1454	1336	2243	3356	1683
YHR020W	804	846	1226	1979	1024
YHR021C	603	1072	1385	1235	1313
YHR021W-A	143	41	45	126	47
YHR022C	148	60	75	182	56
YHR022C-A	1	4	3	2	1
YHR023W	84	111	135	119	140
YHR024C	409	577	565	570	644
YHR025W	673	635	910	1156	721
YHR026W	1388	909	988	1159	1011
YHR027C	1656	2022	1569	1492	1984
YHR028C	1554	1444	1428	1690	1554
YHR028W-A	84	29	33	184	32
YHR029C	788	255	406	2142	311
YHR030C	717	734	1020	641	745
YHR031C	80	98	140	133	133
YHR032C-A	37	26	36	70	34
YHR032W	321	241	331	419	308
YHR032W-A	48	30	39	52	29
YHR033W	453	409	602	863	501
YHR034C	302	223	222	321	203
YHR035W	75	64	69	93	71
YHR036W	133	120	187	161	126
YHR037W	1718	1390	1730	2406	1853
YHR038W	191	199	185	166	214
YHR039C	367	490	928	538	678
YHR039C-A	1023	1020	1213	1151	1197
YHR040W	192	335	345	339	339
YHR041C	116	154	145	140	147
YHR042W	681	689	1419	857	976
YHR043C	674	798	785	711	749
YHR044C	90	92	147	121	109
YHR045W	158	190	321	251	268
YHR046C	73	85	150	130	104
YHR047C	540	331	318	747	334
YHR048W	184	117	185	316	175
YHR049C-A	25	69	76	38	73
YHR049W	243	543	774	398	680
YHR050W	673	601	998	925	890
YHR050W-A	247	218	208	202	203
YHR051W	2411	2215	1759	1802	1929
YHR052W	113	229	283	131	267
YHR052W-A	0	0	0	0	0
YHR053C	115	223	125	146	166
YHR054C	10	5	26	21	23
YHR054W-A	0	0	0	0	0
YHR055C	0	2	0	2	2
YHR056C	113	151	159	169	183
YHR056W-A	20	20	36	17	30
YHR057C	1404	1149	801	1234	1060
YHR058C	106	127	176	166	140
YHR059W	167	310	253	156	292
YHR060W	195	213	214	218	204
YHR061C	129	140	239	169	225
YHR062C	54	109	157	121	137
YHR063C	639	232	373	934	282
YHR063W-A	128	259	297	165	296
YHR064C	456	845	1166	639	973
YHR065C	83	181	242	102	228
YHR066W	33	59	88	66	71
YHR067W	158	105	186	159	144
YHR068W	142	276	445	211	300
YHR069C	272	265	273	305	296
YHR069C-A	15	28	30	18	19
YHR070C-A	59	85	102	89	97
YHR070W	134	162	229	216	236
YHR071C-A	8	11	17	25	18
YHR071W	2847	2149	3072	5181	2132
YHR072W	345	348	702	576	443
YHR072W-A	415	518	824	696	718
YHR073C-B	55	70	77	59	66
YHR073W	462	536	706	500	681
YHR073W-A	0	0	0	0	0
YHR074W	769	726	787	799	766
YHR075C	432	326	331	473	337
YHR076W	297	308	327	313	341
YHR077C	293	373	389	359	335
YHR078W	570	456	418	596	408
YHR079C	279	276	344	395	350
YHR079C-A	1	51	134	5	52
YHR080C	947	604	641	1117	700
YHR081W	273	212	331	375	272
YHR082C	717	570	788	777	764
YHR083W	259	253	270	251	272
YHR084W	88	117	284	76	135
YHR085W	25	54	65	33	54
YHR086W	519	471	467	437	512
YHR086W-A	1	1	1	2	3
YHR087W	8223	5454	2877	5457	4255
YHR088W	85	152	236	222	222
YHR089C	127	368	578	244	535
YHR090C	256	269	315	351	289
YHR091C	167	215	219	181	237
YHR092C	366	510	133	118	237
YHR093W	9	14	20	17	11
YHR094C	25	40	61	43	50
YHR095W	10	2	2	6	1
YHR096C	6491	2896	2356	5802	2826
YHR097C	3787	2300	2746	3889	2982
YHR098C	294	298	549	350	404
YHR099W	250	487	493	363	537
YHR100C	108	119	154	173	125
YHR101C	151	137	157	196	136
YHR102W	354	425	554	395	448
YHR103W	540	564	658	620	660
YHR104W	3384	3249	1949	1723	2199
YHR105W	127	106	139	180	129
YHR106W	1321	754	670	1101	735
YHR107C	358	531	636	367	575
YHR108W	355	570	743	341	724
YHR109W	64	109	94	72	122
YHR110W	683	555	725	771	724
YHR111W	228	307	304	315	310
YHR112C	729	560	675	783	602
YHR113W	1069	795	938	1001	983
YHR114W	463	366	334	426	395
YHR115C	422	331	405	464	363
YHR116W	64	109	133	96	153
YHR117W	174	234	287	186	271
YHR118C	114	143	175	166	146
YHR119W	153	205	247	194	225
YHR120W	99	116	116	98	117
YHR121W	196	288	274	152	301
YHR122W	275	280	295	775	302
YHR123W	37	59	133	37	86
YHR124W	149	169	281	206	197
YHR125W	0	0	0	0	0
YHR126C	8	6	33	26	10
YHR127W	28	41	138	68	93
YHR128W	60	142	202	96	154
YHR129C	50	74	85	60	79
YHR130C	14	9	17	7	14
YHR131C	371	406	443	453	404
YHR131W-A	19	19	24	33	16
YHR132C	1182	1030	1415	1347	1176
YHR132W-A	758	632	756	962	731
YHR133C	119	176	215	145	240
YHR134W	120	157	201	161	188
YHR135C	1111	774	968	1139	839
YHR136C	41	18	63	91	52
YHR137C-A	59	58	138	121	84
YHR137W	224	190	362	350	261
YHR138C	3809	3517	3243	3450	3380
YHR139C	1365	3004	2424	2603	2819
YHR139C-A	32	25	22	45	26
YHR140W	166	75	145	201	118
YHR141C	361	775	1015	874	873
YHR142W	267	339	482	396	395
YHR143W	691	1364	1352	845	1334
YHR143W-A	183	233	317	246	293
YHR144C	22	42	77	30	46
YHR145C	0	0	0	0	0
YHR146W	1884	1397	1812	1877	1679
YHR147C	360	469	377	334	491
YHR148W	27	52	82	61	82
YHR149C	34	77	188	79	130
YHR150W	323	215	369	580	261
YHR151C	190	193	228	293	212
YHR152W	188	277	481	194	376
YHR153C	6	15	32	3	26
YHR154W	74	119	150	89	142
YHR155W	233	234	247	230	260
YHR156C	95	140	103	110	103
YHR157W	23	52	65	31	54
YHR158C	325	399	442	341	456
YHR159W	235	214	237	278	242
YHR160C	195	112	154	243	147
YHR161C	1940	1444	1873	2685	1799
YHR162W	3714	2406	3905	6703	3178
YHR163W	145	326	300	200	311
YHR164C	151	197	178	181	177
YHR165C	468	464	475	581	463
YHR165W-A	8	18	16	9	21
YHR166C	231	159	221	349	211
YHR167W	31	29	42	33	36
YHR168W	95	113	109	89	129
YHR169W	66	102	128	86	101
YHR170W	163	322	564	376	504
YHR171W	362	207	311	389	309
YHR172W	18	31	111	38	74
YHR173C	9	12	32	14	24
YHR174W	2404	5719	14826	3270	8501
YHR175W	272	288	330	382	346
YHR175W-A	12	19	17	21	16
YHR176W	365	223	215	301	266
YHR177W	100	90	108	113	92
YHR178W	95	86	161	165	121
YHR179W	3313	5811	5677	3879	5390
YHR180C-B	0	1	0	0	2
YHR180W	460	228	331	506	291
YHR180W-A	0	0	0	0	0
YHR181W	93	161	174	126	156
YHR182C-A	193	346	482	211	383
YHR182W	200	197	191	239	195
YHR183W	985	1713	2215	934	1826
YHR184W	84	104	181	149	152
YHR185C	11	5	34	25	21
YHR186C	224	271	302	297	324
YHR187W	196	222	234	251	267
YHR188C	666	668	943	764	761
YHR189W	126	69	122	152	94
YHR190W	2905	1980	3121	2693	2333
YHR191C	250	211	213	209	218
YHR192W	154	216	298	195	262
YHR193C	1255	2137	2477	1360	2243
YHR193C-A	66	53	51	95	43
YHR194W	622	450	426	655	453
YHR195W	1981	1361	1344	1963	1307
YHR196W	81	98	111	94	101
YHR197W	89	130	115	105	129
YHR198C	1153	749	698	1023	826
YHR199C	1525	1255	1105	1582	1349
YHR199C-A	126	116	125	178	116
YHR200W	1111	1144	1011	948	1191
YHR201C	293	306	328	244	293
YHR202W	592	361	441	805	405
YHR203C	602	1296	1992	1348	1697
YHR204W	121	146	198	199	164
YHR205W	1335	1037	1170	1718	1233
YHR206W	388	529	693	574	609
YHR207C	176	162	215	292	222
YHR208W	25795	2333	3904	33788	3211
YHR209W	717	1036	917	519	805
YHR210C	22	35	79	35	45
YHR211W	307	258	185	302	215
YHR212C	0	0	0	0	1
YHR212W-A	0	0	0	0	0
YHR213W	0	0	0	0	0
YHR213W-A	0	0	0	0	0
YHR213W-B	18	21	15	13	9
YHR214C-B	0	0	0	0	0
YHR214C-C	0	0	0	0	0
YHR214C-D	0	0	0	0	0
YHR214C-E	9	7	17	14	13
YHR214W	7	8	10	13	3
YHR214W-A	1	4	5	2	5
YHR215W	16	12	23	20	17
YHR216W	101	436	2191	263	1121
YHR217C	0	0	0	1	0
YHR218W	0	0	0	0	0
YHR218W-A	0	0	0	0	0
YHR219C-A	4	5	2	7	2
YHR219W	12	8	14	4	9
YIL001W	158	130	161	164	131
YIL002C	208	195	178	200	177
YIL002W-A	200	275	340	297	246
YIL003W	231	194	201	518	185
YIL004C	272	268	292	278	315
YIL005W	623	596	539	560	601
YIL006W	210	237	196	240	235
YIL007C	363	298	337	368	336
YIL008W	79	129	201	144	144
YIL009C-A	136	127	162	247	180
YIL009W	152	206	289	242	364
YIL010W	433	362	551	439	398
YIL011W	54	38	146	88	59
YIL012W	16	9	17	24	16
YIL013C	326	311	298	364	300
YIL014C-A	183	201	297	230	258
YIL014W	450	388	455	502	444
YIL015W	382	218	1158	422	489
YIL016W	108	117	150	110	110
YIL017C	1076	827	853	925	804
YIL018W	1006	2127	3574	2404	2943
YIL019W	51	91	153	170	131
YIL020C	40	56	77	136	81
YIL020C-A	71	74	93	65	73
YIL021C-A	47	79	78	52	71
YIL021W	208	302	358	245	309
YIL022W	895	1037	1094	1048	1161
YIL023C	823	695	914	922	734
YIL024C	421	420	409	386	423
YIL025C	0	2	3	1	3
YIL026C	113	162	303	186	257
YIL027C	200	194	276	223	231
YIL028W	14	21	27	33	15
YIL029C	27	28	34	31	25
YIL029W-A	18	18	34	46	26
YIL030C	483	577	563	672	632
YIL030W-A	0	0	0	0	0
YIL031W	235	277	389	276	334
YIL032C	4	8	4	3	5
YIL033C	5304	4580	3691	3830	4194
YIL034C	1183	1201	1168	968	1161
YIL035C	292	380	323	322	351
YIL036W	1442	1064	1088	1577	1152
YIL037C	120	76	121	229	92
YIL038C	328	404	429	389	418
YIL039W	264	390	482	339	471
YIL040W	76	99	101	87	99
YIL041W	1471	1621	1772	1419	1806
YIL042C	869	653	779	962	797
YIL043C	835	938	1235	1109	1090
YIL044C	258	214	245	304	227
YIL045W	2947	2017	1565	2407	1871
YIL046W	1107	886	1404	1872	1109
YIL046W-A	9	5	10	10	4
YIL047C	725	796	1209	1129	967
YIL047C-A	4	3	2	5	1
YIL048W	424	425	550	450	497
YIL049W	37	53	60	43	65
YIL050W	3124	1218	1028	2805	1150
YIL051C	3435	1648	1367	2956	1521
YIL052C	499	1067	1510	1362	1328
YIL053W	496	845	3222	1384	1244
YIL054W	3	4	4	1	3
YIL055C	322	215	344	627	279
YIL056W	1418	612	798	2342	806
YIL057C	625	222	872	2431	785
YIL058W	17	21	32	45	31
YIL059C	647	441	597	739	607
YIL060W	431	265	374	566	406
YIL061C	104	115	154	175	111
YIL062C	1211	1123	1308	939	1117
YIL063C	498	611	717	452	598
YIL064W	114	153	229	229	222
YIL065C	790	649	508	701	555
YIL066C	207	208	245	280	245
YIL066W-A	15	23	23	15	28
YIL067C	137	247	266	161	246
YIL068C	336	270	255	294	248
YIL068W-A	105	71	43	64	55
YIL069C	421	803	1220	984	963
YIL070C	296	558	338	256	550
YIL071C	262	285	311	300	292
YIL071W-A	152	163	152	138	153
YIL072W	189	342	451	190	306
YIL073C	211	214	229	257	203
YIL074C	611	334	604	1296	448
YIL075C	2222	2297	2131	1654	2364
YIL076W	368	450	824	416	597
YIL077C	1556	1058	921	1475	1063
YIL078W	654	1137	1671	1342	1461
YIL079C	36	47	56	41	34
YIL082W	0	0	0	0	0
YIL082W-A	0	0	0	0	0
YIL083C	1062	1055	1114	1446	1313
YIL084C	97	89	117	73	117
YIL085C	451	431	460	452	462
YIL086C	169	103	67	79	81
YIL087C	2360	1597	862	1363	1039
YIL088C	1249	945	1039	1265	1080
YIL089W	78	76	92	91	70
YIL090W	485	466	479	650	466
YIL091C	82	151	157	130	148
YIL092W	91	127	135	159	126
YIL093C	278	414	375	257	468
YIL094C	616	685	2608	1311	1411
YIL095W	157	200	271	169	256
YIL096C	53	69	89	95	92
YIL097W	817	699	625	752	692
YIL098C	263	370	247	231	396
YIL099W	339	236	261	520	243
YIL100C-A	21	24	31	50	29
YIL100W	16	11	20	22	19
YIL101C	3881	1972	3012	5919	2897
YIL102C	23	15	16	27	26
YIL102C-A	61	56	95	117	66
YIL103W	190	199	260	329	257
YIL104C	44	55	108	64	67
YIL105C	993	645	944	1234	935
YIL105W-A	150	119	111	146	120
YIL106W	384	322	529	408	435
YIL107C	1898	1387	1392	1933	1410
YIL108W	713	696	1104	787	851
YIL109C	1026	1277	1651	1055	1498
YIL110W	110	123	158	106	128
YIL111W	1948	1124	1538	2571	1257
YIL112W	885	770	937	1313	836
YIL113W	411	170	293	523	237
YIL114C	168	132	160	167	163
YIL115C	572	645	545	618	605
YIL115W-A	173	166	121	143	153
YIL116W	1264	708	1175	2796	784
YIL117C	670	674	1002	844	674
YIL118W	225	183	284	282	204
YIL119C	1055	589	535	1100	632
YIL120W	127	160	211	193	192
YIL121W	701	200	282	758	198
YIL122W	563	378	417	630	372
YIL123W	1435	2079	4536	1490	3400
YIL124W	2799	2325	2168	2433	2263
YIL125W	6242	5912	3214	4020	4699
YIL126W	216	284	436	339	371
YIL127C	48	125	158	96	125
YIL128W	107	181	201	150	189
YIL129C	374	340	316	375	352
YIL130W	238	288	253	270	264
YIL131C	49	64	95	59	77
YIL132C	46	45	56	55	68
YIL133C	643	1080	1350	1371	1260
YIL134C-A	2	1	5	4	4
YIL134W	53	58	47	50	48
YIL135C	832	690	861	876	778
YIL136W	27740	20960	10471	15305	15632
YIL137C	917	730	513	635	632
YIL138C	324	391	512	393	391
YIL139C	82	96	144	180	130
YIL140W	233	283	611	338	574
YIL141W	1	7	6	6	11
YIL142C-A	66	70	84	65	87
YIL142W	774	1090	1076	734	1059
YIL143C	1079	969	923	1133	1035
YIL144W	174	228	296	241	255
YIL145C	489	338	454	543	373
YIL146C	803	701	611	941	775
YIL147C	150	179	223	201	222
YIL148W	1014	2045	2747	2146	2622
YIL149C	154	209	227	198	252
YIL150C	43	67	90	62	89
YIL151C	441	488	483	401	487
YIL152W	671	345	447	710	412
YIL153W	739	732	823	804	809
YIL154C	2353	2019	1825	1588	1724
YIL155C	5332	4488	3368	4923	4024
YIL156W	258	241	250	280	288
YIL156W-A	229	259	214	207	273
YIL156W-B	429	367	380	422	346
YIL157C	917	1015	723	795	958
YIL158W	55	61	98	58	86
YIL159W	90	134	145	98	156
YIL160C	693	414	317	672	372
YIL161W	159	184	194	196	191
YIL162W	529	1439	899	392	1039
YIL163C	80	33	40	129	29
YIL164C	535	177	266	1034	224
YIL165C	444	176	258	805	166
YIL166C	166	121	168	221	143
YIL169C	536	554	622	575	569
YIL170W	25	44	49	34	33
YIL171W	5	13	12	9	10
YIL171W-A	0	0	0	0	0
YIL172C	1	0	0	0	0
YIL173W	8	5	7	9	5
YIL174W	0	0	0	0	0
YIL175W	0	0	0	0	0
YIL176C	0	0	0	0	0
YIL177C	0	0	2	0	0
YIL177W-A	0	0	0	0	0
YIR001C	316	431	435	356	449
YIR002C	302	340	357	406	328
YIR003W	1004	1011	984	915	1065
YIR004W	531	564	656	564	602
YIR005W	171	143	170	307	144
YIR006C	1012	1039	1153	931	1220
YIR007W	388	300	326	426	349
YIR008C	116	160	212	172	204
YIR009W	43	69	85	37	49
YIR010W	203	222	302	255	248
YIR011C	517	523	633	646	605
YIR012W	167	234	295	194	239
YIR013C	3	8	6	3	2
YIR014W	99	74	106	145	97
YIR015W	135	88	132	181	123
YIR016W	2283	1414	1720	2098	1668
YIR017C	586	341	448	1381	391
YIR017W-A	429	236	313	947	287
YIR018C-A	30	29	22	35	18
YIR018W	141	156	131	228	143
YIR019C	153	97	59	110	64
YIR020C	0	0	0	0	0
YIR020C-B	23	51	41	18	55
YIR020W-A	18	17	22	14	25
YIR021W	65	135	110	48	124
YIR021W-A	0	1	5	0	2
YIR022W	302	344	426	328	397
YIR023C-A	41	52	50	53	48
YIR023W	133	169	169	144	157
YIR024C	222	263	210	190	225
YIR025W	173	186	216	189	213
YIR026C	53	118	170	117	128
YIR027C	186	159	193	179	186
YIR028W	274	229	256	251	242
YIR029W	320	302	328	402	361
YIR030C	23	39	66	40	50
YIR030W-A	26	40	60	39	42
YIR031C	87	131	173	159	163
YIR032C	103	76	106	167	123
YIR033W	271	679	1529	861	1293
YIR034C	1107	899	2048	2546	1212
YIR035C	920	988	836	972	731
YIR036C	1221	722	555	914	738
YIR036W-A	262	147	128	177	125
YIR037W	2707	2672	1838	1962	2371
YIR038C	1688	1981	2069	1653	1983
YIR039C	395	252	261	371	229
YIR040C	1	1	1	2	0
YIR041W	5	3	8	4	6
YIR042C	124	146	243	169	203
YJL001W	1020	1041	792	785	1005
YJL002C	375	463	554	384	482
YJL003W	270	266	225	315	269
YJL004C	357	277	320	398	313
YJL005W	1410	1111	965	1207	1110
YJL006C	84	85	108	104	95
YJL007C	0	0	0	1	0
YJL008C	559	757	739	539	777
YJL009W	173	258	208	154	204
YJL010C	58	107	121	78	136
YJL011C	13	16	31	13	19
YJL012C	374	449	594	416	558
YJL013C	188	241	311	226	268
YJL014W	485	711	706	531	667
YJL015C	368	220	222	346	221
YJL016W	1627	1160	1320	2071	1195
YJL019W	149	132	197	308	185
YJL020C	1585	1455	1438	1353	1611
YJL020W-A	94	86	108	85	104
YJL022W	40	43	52	57	39
YJL023C	311	273	357	450	313
YJL024C	266	265	231	332	230
YJL025W	291	109	131	469	119
YJL026C-A	615	691	930	747	958
YJL026W	2811	3136	4475	3633	4364
YJL027C	9	13	11	2	11
YJL028W	6	1	5	7	2
YJL029C	367	350	370	349	337
YJL030W	199	219	230	208	229
YJL031C	219	283	213	161	253
YJL032W	74	113	80	61	95
YJL033W	130	276	353	282	321
YJL034W	1276	2555	4154	1072	2555
YJL035C	47	42	78	54	55
YJL036W	924	788	928	1060	915
YJL037W	94	78	141	179	110
YJL038C	79	70	149	216	99
YJL039C	240	301	357	270	350
YJL041W	352	434	473	389	431
YJL042W	1310	1055	1262	1498	1312
YJL043W	11	16	15	19	13
YJL044C	551	474	526	659	529
YJL045W	1077	569	640	1030	735
YJL046W	113	130	142	144	168
YJL047C	289	274	325	448	329
YJL047C-A	4	0	4	5	5
YJL048C	4601	2083	3720	5549	2908
YJL049W	211	227	179	195	204
YJL050W	73	165	250	175	209
YJL051W	142	280	246	168	244
YJL052C-A	2	1	0	4	3
YJL052W	63451	124213	128390	52229	118881
YJL053W	467	457	580	540	506
YJL054W	354	446	457	473	458
YJL055W	1414	997	920	1286	831
YJL056C	1405	710	1785	2458	1188
YJL057C	690	718	487	436	578
YJL058C	77	73	92	82	78
YJL059W	152	129	153	163	125
YJL060W	286	208	291	667	258
YJL061W	139	176	217	130	200
YJL062W	193	191	244	276	224
YJL062W-A	416	618	472	413	598
YJL063C	380	602	507	388	603
YJL064W	138	140	171	219	166
YJL065C	249	261	313	405	306
YJL066C	2945	3533	2182	1983	2975
YJL067W	1772	1964	1116	1176	1610
YJL068C	1225	976	985	1162	970
YJL069C	71	92	112	95	93
YJL070C	476	323	389	508	367
YJL071W	291	192	275	790	227
YJL072C	79	94	125	211	103
YJL073W	105	148	291	190	192
YJL074C	35	78	141	65	113
YJL075C	87	86	126	151	109
YJL076W	360	325	440	521	389
YJL077C	193	123	166	262	174
YJL077W-A	70	48	45	70	41
YJL077W-B	26	22	34	42	43
YJL078C	755	992	1334	1122	1220
