gene_id	EV_4	DNMT3B_4	DNMT3B_2	EV_3	DNMT3B_3
YNL109W	77	105	78	91	92
YNL110C	76	197	251	189	201
YNL111C	101	64	531	193	143
YNL112W	288	447	938	798	841
YNL113W	76	117	240	156	160
YNL114C	71	96	154	79	98
YNL115C	3321	1592	1505	2668	1647
YNL116W	768	577	835	1298	739
YNL117W	4359	2145	2076	7251	2912
YNL118C	843	787	700	791	820
YNL119W	74	133	155	128	158
YNL120C	12	19	36	25	26
YNL121C	587	933	889	575	1027
YNL122C	156	254	219	163	263
YNL123W	221	304	340	281	328
YNL124W	117	167	273	201	224
YNL125C	2148	1596	1644	2585	1832
YNL126W	85	69	135	129	89
YNL127W	286	288	295	351	308
YNL128W	47	51	80	94	55
YNL129W	54	39	56	132	36
YNL130C	109	156	251	182	211
YNL130C-A	0	0	1	1	1
YNL131W	507	621	666	535	716
YNL132W	62	177	184	94	186
YNL133C	105	83	134	188	94
YNL134C	7142	10894	3426	4450	7037
YNL135C	1307	1789	2770	1339	2085
YNL136W	311	368	356	316	371
YNL137C	397	549	513	374	628
YNL138W	1131	1175	1431	925	1264
YNL138W-A	95	70	109	115	84
YNL139C	166	220	291	218	250
YNL140C	0	3	0	1	0
YNL141W	93	163	554	294	440
YNL142W	900	779	2844	2932	2494
YNL143C	27	15	38	44	37
YNL144C	2141	1779	1722	2142	1788
YNL144W-A	167	155	118	161	136
YNL145W	1389	1246	3356	2366	2742
YNL146C-A	44	32	34	60	25
YNL146W	53	52	41	88	49
YNL147W	262	294	369	390	344
YNL148C	93	79	183	191	147
YNL149C	366	494	525	548	447
YNL150W	376	432	477	552	425
YNL151C	61	153	209	149	173
YNL152W	160	165	226	198	191
YNL153C	160	117	170	183	155
YNL154C	954	803	937	1201	858
YNL155W	482	596	465	503	496
YNL156C	1186	885	1308	1431	1126
YNL157W	1168	989	1109	1223	1122
YNL158W	105	107	150	108	140
YNL159C	454	407	486	468	460
YNL160W	30439	39397	21152	19766	24880
YNL161W	377	375	494	551	443
YNL162W	268	480	647	469	495
YNL162W-A	10	18	28	24	33
YNL163C	296	319	275	279	344
YNL164C	100	119	136	138	117
YNL165W	251	277	325	381	272
YNL166C	92	118	164	109	175
YNL167C	486	447	539	467	514
YNL168C	315	338	440	352	394
YNL169C	248	315	686	362	517
YNL170W	98	107	215	135	145
YNL171C	31	46	47	70	42
YNL172W	172	212	244	276	238
YNL173C	3629	2207	2648	3775	2771
YNL174W	21	45	107	40	91
YNL175C	81	182	313	176	270
YNL176C	981	849	957	1009	927
YNL177C	428	712	526	409	641
YNL178W	1314	3060	4782	3153	3816
YNL179C	101	68	73	112	73
YNL180C	1720	1289	1235	2013	1264
YNL181W	146	216	209	145	230
YNL182C	27	93	130	69	93
YNL183C	573	518	750	967	768
YNL184C	20	32	22	15	28
YNL185C	172	246	219	136	253
YNL186W	474	384	584	697	555
YNL187W	106	90	125	165	96
YNL188W	51	88	125	71	86
YNL189W	777	774	1032	1039	844
YNL190W	906	1195	789	856	876
YNL191W	186	103	92	254	107
YNL192W	899	1488	3044	1334	1986
YNL193W	294	253	362	389	308
YNL194C	5899	4531	4160	7359	5023
YNL195C	6944	2393	1788	4980	1949
YNL196C	73	222	394	116	279
YNL197C	202	251	486	311	375
YNL198C	18	9	14	14	15
YNL199C	365	343	408	448	365
YNL200C	5771	4286	2176	3001	2959
YNL201C	159	165	237	207	218
YNL202W	567	321	371	692	419
YNL203C	261	174	211	368	214
YNL204C	67	55	71	82	66
YNL205C	2	3	1	5	1
YNL206C	177	177	283	295	212
YNL207W	87	134	186	162	169
YNL208W	4910	5086	7441	6008	6200
YNL209W	1205	3478	5116	2735	4455
YNL210W	20	25	41	42	21
YNL211C	68	68	129	101	103
YNL212W	751	649	805	861	786
YNL213C	427	656	429	364	488
YNL214W	103	92	111	140	126
YNL215W	620	641	734	624	711
YNL216W	390	380	567	566	533
YNL217W	446	435	642	455	477
YNL218W	93	97	159	139	119
YNL219C	710	543	625	730	632
YNL220W	1565	1926	2921	2253	2277
YNL221C	329	299	368	692	291
YNL222W	52	67	82	50	69
YNL223W	855	540	572	727	598
YNL224C	180	162	225	176	216
YNL225C	104	149	234	184	212
YNL226W	15	19	19	46	19
YNL227C	357	250	383	735	283
YNL228W	203	174	205	401	163
YNL229C	748	680	809	891	730
YNL230C	114	121	102	97	105
YNL231C	365	301	365	490	342
YNL232W	283	146	274	456	221
YNL233W	103	137	187	138	172
YNL234W	132	146	199	152	148
YNL235C	36	41	59	42	36
YNL236W	150	191	218	150	204
YNL237W	768	523	488	855	555
YNL238W	375	340	486	453	393
YNL239W	2816	3226	3340	3095	3709
YNL240C	1062	908	882	1659	923
YNL241C	11322	6105	4116	9145	5335
YNL242W	427	386	365	493	464
YNL243W	820	748	1047	796	862
YNL244C	1765	1914	2077	1911	1963
YNL245C	141	181	278	230	211
YNL246W	261	369	472	368	369
YNL247W	212	415	657	476	501
YNL248C	56	157	230	76	177
YNL249C	135	146	162	118	145
YNL250W	112	169	147	112	176
YNL251C	870	545	728	1180	548
YNL252C	326	573	428	235	520
YNL253W	209	185	212	350	218
YNL254C	598	398	629	660	518
YNL255C	714	614	811	890	787
YNL256W	190	205	253	279	231
YNL257C	337	250	236	304	262
YNL258C	212	231	335	310	285
YNL259C	264	197	175	243	186
YNL260C	58	101	127	98	114
YNL261W	134	162	207	181	173
YNL262W	146	211	279	195	257
YNL263C	172	229	374	253	330
YNL264C	124	132	181	190	146
YNL265C	282	307	347	311	306
YNL266W	158	150	139	152	154
YNL267W	319	278	419	406	409
YNL268W	2480	2250	2863	3105	2717
YNL269W	48	41	69	97	67
YNL270C	474	309	540	776	415
YNL271C	408	392	499	542	445
YNL272C	178	223	242	220	249
YNL273W	48	65	78	65	80
YNL274C	2304	2818	1394	1142	1791
YNL275W	139	127	151	144	148
YNL276C	69	58	95	272	70
YNL277W	237	214	321	690	227
YNL277W-A	30	27	11	18	19
YNL278W	268	182	204	277	189
YNL279W	50	45	175	87	66
YNL280C	679	515	648	703	575
YNL281W	290	381	375	230	348
YNL282W	20	41	50	59	51
YNL283C	204	225	491	255	364
YNL284C	478	571	489	473	645
YNL284C-A	0	0	0	0	0
YNL284C-B	0	0	0	0	0
YNL285W	4	3	4	1	1
YNL286W	337	369	332	346	321
YNL287W	678	860	1018	813	999
YNL288W	410	422	530	485	493
YNL289W	96	107	266	93	258
YNL290W	153	176	286	171	224
YNL291C	78	93	110	79	97
YNL292W	131	228	226	139	224
YNL293W	641	515	530	686	519
YNL294C	907	667	732	869	632
YNL295W	248	245	250	279	267
YNL296W	11	16	18	11	8
YNL297C	288	328	380	327	349
YNL298W	76	138	261	189	221
YNL299W	51	65	75	83	90
YNL300W	65	161	561	98	403
YNL301C	104	178	363	151	257
YNL302C	679	1451	2255	1698	1849
YNL303W	10	24	24	22	25
YNL304W	69	75	137	94	103
YNL305C	3535	2524	2450	2879	2664
YNL306W	786	991	765	727	941
YNL307C	747	726	765	766	787
YNL308C	483	516	637	771	504
YNL309W	83	91	178	173	156
YNL310C	276	225	219	317	250
YNL311C	209	167	246	542	211
YNL312W	140	166	306	269	291
YNL313C	107	143	245	187	212
YNL314W	333	252	208	484	234
YNL315C	408	610	558	381	734
YNL316C	108	133	165	153	128
YNL317W	339	307	387	366	371
YNL318C	41	29	96	101	64
YNL319W	31	16	44	65	36
YNL320W	163	123	196	161	141
YNL321W	1145	852	964	1204	1110
YNL322C	1960	1823	1978	2020	1800
YNL323W	324	339	359	356	361
YNL324W	7	7	14	13	10
YNL325C	123	186	178	139	181
YNL326C	214	168	253	238	198
YNL327W	1001	1189	1177	791	949
YNL328C	15	19	26	33	24
YNL329C	348	372	395	414	400
YNL330C	511	477	656	654	618
YNL331C	295	263	198	335	241
YNL332W	145	74	114	157	89
YNL333W	178	403	250	127	349
YNL334C	11	15	38	20	22
YNL335W	12	18	14	13	9
YNL336W	505	505	766	475	525
YNL337W	0	1	1	1	1
YNL338W	0	0	0	0	0
YNL339C	3	3	0	1	0
YNL339W-A	0	0	0	0	0
YNL339W-B	0	0	0	1	0
YNR001C	10656	10897	7554	8763	10108
YNR001W-A	1	4	1	0	4
YNR002C	2643	1815	2365	5385	2638
YNR003C	72	83	117	96	92
YNR003W-A	14	17	32	21	26
YNR004W	116	118	147	143	137
YNR005C	56	52	72	63	68
YNR006W	750	730	841	903	782
YNR007C	845	758	716	767	826
YNR008W	198	204	219	195	218
YNR009W	23	32	81	38	66
YNR010W	123	132	173	113	135
YNR011C	160	155	185	172	171
YNR012W	74	90	143	114	133
YNR013C	260	374	524	422	453
YNR014W	1307	649	935	1875	1036
YNR015W	200	215	311	300	298
YNR016C	1279	2779	9539	2821	7337
YNR017W	329	691	799	365	783
YNR018W	449	615	890	673	738
YNR019W	532	471	1440	707	649
YNR020C	95	135	135	94	134
YNR021W	284	461	573	309	569
YNR022C	237	445	285	202	389
YNR023W	208	208	269	193	215
YNR024W	171	242	296	227	232
YNR025C	101	137	149	132	142
YNR026C	128	169	224	140	186
YNR027W	79	110	140	104	124
YNR028W	217	232	216	267	269
YNR029C	100	162	193	169	185
YNR030W	159	160	277	138	192
YNR031C	219	229	298	263	286
YNR032C-A	263	238	208	271	200
YNR032W	196	190	266	227	249
YNR033W	522	765	568	535	813
YNR034W	759	363	367	809	359
YNR034W-A	52173	57699	23087	29004	34316
YNR035C	1334	1102	1625	1237	1421
YNR036C	2090	2063	1501	1808	2029
YNR037C	194	225	173	139	243
YNR038W	54	99	166	81	96
YNR039C	591	456	648	681	551
YNR040W	139	191	175	138	194
YNR041C	267	270	482	316	355
YNR042W	65	63	134	86	115
YNR043W	551	634	1704	690	817
YNR044W	215	195	965	281	289
YNR045W	578	540	486	520	633
YNR046W	232	232	319	301	258
YNR047W	353	349	383	344	361
YNR048W	80	98	121	115	145
YNR049C	175	185	178	183	185
YNR050C	227	407	2693	337	1192
YNR051C	364	371	466	325	362
YNR052C	337	361	514	419	425
YNR053C	143	240	269	199	229
YNR054C	65	101	123	80	126
YNR055C	1242	1032	983	1188	1044
YNR056C	1354	1256	3383	5721	2855
YNR057C	1266	1983	3251	1782	2530
YNR058W	1344	1979	3783	2847	3314
YNR059W	130	133	291	180	218
YNR060W	119	128	155	140	117
YNR061C	187	178	220	200	144
YNR062C	18	27	35	17	25
YNR063W	36	86	101	67	91
YNR064C	44	406	684	65	455
YNR065C	140	254	234	142	222
YNR066C	20	85	95	42	81
YNR067C	1080	1245	790	766	725
YNR068C	329	149	128	464	132
YNR069C	220	135	128	444	138
YNR070W	2	2	4	1	1
YNR071C	0	0	0	0	0
YNR072W	5	7	10	5	8
YNR073C	3	4	6	3	4
YNR074C	0	0	0	0	0
YNR075C-A	0	1	17	2	8
YNR075W	30	44	173	48	98
YNR076W	2	1	2	0	0
YNR077C	0	0	0	0	0
YOL001W	256	230	239	335	220
YOL002C	308	592	1083	567	1004
YOL003C	158	148	198	150	170
YOL004W	572	695	769	599	706
YOL005C	261	278	404	336	321
YOL006C	181	185	315	270	247
YOL007C	49	79	196	96	161
YOL008W	156	142	141	117	139
YOL009C	245	228	231	234	218
YOL010W	51	140	181	125	163
YOL011W	350	344	574	456	429
YOL012C	317	339	556	378	487
YOL013C	476	479	604	548	595
YOL013W-A	0	0	0	0	0
YOL013W-B	0	0	0	0	0
YOL014W	14	20	22	21	19
YOL015W	63	62	157	156	98
YOL016C	1567	1342	2569	1813	2109
YOL017W	144	90	128	208	121
YOL018C	399	358	467	466	421
YOL019W	386	473	1521	571	986
YOL019W-A	0	0	0	0	0
YOL020W	226	344	679	590	481
YOL021C	208	269	356	317	338
YOL022C	140	242	296	222	298
YOL023W	191	307	209	182	302
YOL024W	12	10	10	18	15
YOL025W	544	515	515	713	499
YOL026C	451	261	343	418	357
YOL027C	1602	1552	1589	2440	1577
YOL028C	49	83	194	175	84
YOL029C	107	131	280	258	138
YOL030W	1270	1602	2015	1268	1738
YOL031C	148	196	363	159	212
YOL032W	679	496	250	480	351
YOL033W	77	144	94	72	133
YOL034W	75	92	167	109	152
YOL035C	196	190	235	276	199
YOL036W	736	755	1092	1182	827
YOL037C	43	41	73	78	58
YOL038C-A	6	12	8	4	5
YOL038W	1356	1460	1113	1090	1318
YOL039W	460	991	1581	1376	1284
YOL040C	1298	2574	3655	3044	3104
YOL041C	108	225	299	209	242
YOL042W	307	311	316	349	347
YOL043C	278	270	291	300	243
YOL044W	443	379	444	671	468
YOL045W	712	581	520	765	524
YOL046C	58	48	39	69	39
YOL047C	291	72	123	383	79
YOL048C	1686	591	729	1897	635
YOL049W	477	482	391	486	450
YOL050C	414	286	271	430	307
YOL051W	1649	1353	1450	2024	1620
YOL052C	159	214	324	296	322
YOL052C-A	45185	18025	10224	32675	13935
YOL053W	503	540	511	497	606
YOL054W	182	224	285	267	250
YOL055C	1790	1620	2143	1813	1522
YOL056W	90	79	72	69	72
YOL057W	297	397	450	382	482
YOL058W	5564	3135	8170	24241	5151
YOL059W	2135	2401	3260	3030	2725
YOL060C	1147	948	1034	1207	1018
YOL061W	506	544	707	562	613
YOL062C	654	886	979	648	888
YOL063C	330	350	331	340	285
YOL064C	830	603	629	1267	620
YOL065C	554	399	376	540	405
YOL066C	244	212	245	273	205
YOL067C	73	85	105	98	110
YOL068C	486	507	562	602	531
YOL069W	92	102	137	93	116
YOL070C	236	272	348	274	335
YOL071W	985	1102	627	707	873
YOL072W	149	155	192	169	180
YOL073C	694	541	555	646	533
YOL075C	210	243	207	232	205
YOL076W	41	34	53	56	49
YOL077C	70	200	347	159	287
YOL077W-A	1272	1397	886	876	1122
YOL078W	114	158	170	143	177
YOL079W	5	15	18	5	11
YOL080C	13	26	41	17	30
YOL081W	1443	1121	924	1453	1024
YOL082W	1909	1392	1731	1946	1620
YOL083C-A	186	129	166	209	139
YOL083W	1095	790	859	1162	885
YOL084W	2494	2037	1589	3624	1993
YOL085C	34	37	19	41	26
YOL085W-A	32	30	27	31	25
YOL086C	9971	11651	14739	12223	12565
YOL086W-A	329	275	277	339	250
YOL087C	1057	1035	1005	992	1062
YOL088C	257	210	266	333	244
YOL089C	189	170	178	254	176
YOL090W	38	82	156	72	116
YOL091W	69	65	79	135	71
YOL092W	305	377	507	712	406
YOL093W	57	116	150	122	141
YOL094C	49	93	152	76	128
YOL095C	67	58	62	77	75
YOL096C	624	623	464	504	591
YOL097C	224	245	332	301	243
YOL097W-A	3	7	10	3	2
YOL098C	325	552	459	366	501
YOL099C	287	300	276	254	292
YOL100W	700	742	687	666	707
YOL101C	114	373	1299	550	963
YOL102C	160	175	233	278	221
YOL103W	293	358	438	316	368
YOL103W-A	0	0	0	0	0
YOL103W-B	0	0	0	0	0
YOL104C	46	94	194	134	118
YOL105C	300	306	347	395	360
YOL106W	0	2	3	1	4
YOL107W	47	50	193	48	101
YOL108C	497	478	624	531	566
YOL109W	12025	11323	11382	12612	10571
YOL110W	984	701	829	1093	802
YOL111C	658	542	626	749	623
YOL112W	475	285	361	646	341
YOL113W	671	661	1265	751	955
YOL114C	37	11	31	50	18
YOL115W	177	191	180	192	186
YOL116W	407	355	322	394	299
YOL117W	274	268	216	320	256
YOL118C	174	59	59	177	59
YOL119C	4442	2736	1836	5322	2458
YOL120C	980	1932	3234	2304	2624
YOL121C	422	847	1023	800	856
YOL122C	399	324	399	377	365
YOL123W	1640	963	814	1215	776
YOL124C	22	45	87	50	31
YOL125W	178	190	234	349	216
YOL126C	5220	3934	3549	7290	4900
YOL127W	1305	2387	3483	2309	2971
YOL128C	216	267	455	327	381
YOL129W	1729	1383	1428	1485	1478
YOL130W	1047	675	849	1353	820
YOL131W	36	123	176	67	157
YOL132W	102	74	134	131	104
YOL133W	473	402	461	574	439
YOL134C	166	171	207	234	193
YOL135C	148	186	204	181	177
YOL136C	69	165	179	126	128
YOL137W	133	143	159	130	147
YOL138C	377	355	338	377	329
YOL139C	477	1043	1400	729	1275
YOL140W	519	309	548	1661	371
YOL141W	11	30	25	27	33
YOL142W	211	194	284	261	280
YOL143C	802	844	747	833	777
YOL144W	127	158	191	163	163
YOL145C	271	347	389	305	393
YOL146W	60	41	89	108	90
YOL147C	550	600	886	944	917
YOL148C	155	154	187	167	160
YOL149W	100	169	221	191	211
YOL150C	144	176	94	74	146
YOL151W	513	660	376	272	555
YOL152W	292	762	494	268	835
YOL154W	1471	709	3897	4120	2293
YOL155C	2241	1671	2219	2226	1999
YOL155W-A	0	0	0	1	1
YOL156W	37	33	30	27	51
YOL157C	52	87	67	53	67
YOL158C	146	103	136	209	108
YOL159C	263	228	281	308	211
YOL159C-A	99	76	134	149	111
YOL160W	7	14	11	13	7
YOL161C	2	1	3	3	5
YOL162W	80	68	90	110	72
YOL163W	101	89	103	130	97
YOL164W	258	247	294	351	271
YOL164W-A	228	87	123	220	77
YOL165C	19	15	16	14	13
YOL166C	0	2	0	0	0
YOL166W-A	0	0	0	0	0
YOR001W	331	398	424	426	416
YOR002W	473	503	623	528	528
YOR003W	506	402	521	619	520
YOR004W	53	72	114	109	83
YOR005C	470	391	344	397	369
YOR006C	595	376	370	618	395
YOR007C	2445	3468	2199	2158	2686
YOR008C	1200	872	1313	1319	1158
YOR008C-A	1	2	3	5	4
YOR008W-B	6	3	6	4	8
YOR009W	93	99	223	223	91
YOR010C	83	50	123	166	75
YOR011W	306	269	392	827	316
YOR011W-A	6	8	15	21	8
YOR012W	31	28	37	47	39
YOR013W	24	24	26	21	36
YOR014W	1424	1586	1632	1292	1558
YOR015W	283	240	246	212	233
YOR016C	333	350	459	461	432
YOR017W	206	179	219	181	213
YOR018W	455	328	342	408	280
YOR019W	840	405	732	960	612
YOR020C	1255	2207	1290	1188	2026
YOR020W-A	1496	1143	1020	1268	1124
YOR021C	306	422	443	374	431
YOR022C	202	201	219	192	226
YOR023C	1328	1108	1194	1642	1390
YOR024W	2	4	5	2	3
YOR025W	57	96	267	86	164
YOR026W	53	86	106	89	116
YOR027W	4649	3755	2163	2753	2979
YOR028C	189	288	249	211	306
YOR029W	7	8	5	7	3
YOR030W	358	270	316	377	284
YOR032C	458	266	557	679	391
YOR032W-A	44	21	11	29	17
YOR033C	157	143	246	244	205
YOR034C	472	350	507	655	460
YOR034C-A	25	26	30	36	20
YOR035C	629	549	758	665	662
YOR036W	1467	1471	1619	1319	1566
YOR037W	189	216	243	208	259
YOR038C	80	104	184	109	139
YOR039W	330	336	423	352	368
YOR040W	564	432	465	645	542
YOR041C	344	294	282	286	297
YOR042W	1831	1545	1389	1621	1520
YOR043W	1272	1101	1169	1226	1163
YOR044W	402	346	507	710	334
YOR045W	420	511	467	363	570
YOR046C	173	277	382	230	331
YOR047C	39	49	46	31	54
YOR048C	232	308	394	344	358
YOR049C	219	162	202	151	145
YOR050C	34	51	50	44	49
YOR051C	67	127	179	105	173
YOR052C	3402	2820	2525	3473	2750
YOR053W	199	114	112	189	131
YOR054C	1187	841	932	1176	956
YOR055W	148	113	169	165	129
YOR056C	474	459	599	799	502
YOR057W	280	234	338	394	295
YOR058C	327	542	518	399	530
YOR059C	707	621	535	585	598
YOR060C	74	76	133	87	99
YOR061W	493	572	768	459	664
YOR062C	217	207	290	406	221
YOR063W	3049	4874	8511	8087	5803
YOR064C	256	228	282	369	284
YOR065W	3370	2533	2818	2934	2825
YOR066W	323	396	572	500	622
YOR067C	320	334	423	332	359
YOR068C	39	36	42	33	50
YOR069W	383	353	467	276	387
YOR070C	557	498	652	652	565
YOR071C	420	377	1964	1238	816
YOR072W	7	13	19	17	9
YOR072W-A	8	11	11	18	11
YOR072W-B	0	0	0	0	0
YOR073W	93	45	85	85	58
YOR073W-A	4	13	29	5	15
YOR074C	23	56	162	25	109
YOR075W	87	115	180	145	162
YOR076C	132	143	171	146	129
YOR077W	41	52	100	67	65
YOR078W	118	175	228	181	205
YOR079C	60	70	92	64	59
YOR080W	145	171	197	197	173
YOR081C	697	621	804	892	813
YOR082C	9	12	11	8	14
YOR083W	124	122	168	149	159
YOR084W	423	299	417	446	405
YOR085W	463	425	507	430	470
YOR086C	2137	1298	1441	1596	1503
YOR087W	260	284	342	272	287
YOR089C	1675	1636	1939	1728	1770
YOR090C	564	475	524	564	494
YOR091W	139	222	272	219	283
YOR092W	240	335	350	261	342
YOR093C	169	147	201	259	174
YOR094W	83	98	140	90	125
YOR095C	80	114	216	193	161
YOR096W	772	1832	2789	2165	2399
YOR097C	395	267	308	398	290
YOR098C	984	747	721	779	657
YOR099W	879	903	1488	1071	1135
YOR100C	1623	1197	1619	4831	2100
YOR101W	163	216	369	453	385
YOR102W	239	264	371	279	305
YOR103C	242	287	342	220	312
YOR104W	136	144	229	167	186
YOR105W	3	10	18	9	8
YOR106W	269	237	320	413	337
YOR107W	193	95	152	302	133
YOR108C-A	124	24	55	288	45
YOR108W	489	136	322	1367	218
YOR109W	335	422	514	348	494
YOR110W	308	393	331	265	332
YOR111W	204	187	185	188	209
YOR112W	102	146	207	129	190
YOR113W	387	359	416	562	490
YOR114W	144	129	185	218	178
YOR115C	245	152	210	238	190
YOR116C	295	395	554	468	497
YOR117W	1365	1481	1240	1169	1447
YOR118W	750	630	625	791	656
YOR119C	520	614	589	661	623
YOR120W	9275	14078	8776	8150	11353
YOR121C	3656	5674	3254	3116	4369
YOR122C	2425	1943	2467	2314	2147
YOR123C	599	622	631	699	594
YOR124C	652	637	502	675	586
YOR125C	598	1140	749	511	1054
YOR126C	332	190	228	440	246
YOR127W	298	380	390	352	364
YOR128C	610	761	1193	848	802
YOR129C	87	71	116	123	113
YOR130C	289	146	274	742	222
YOR131C	298	305	339	275	314
YOR132W	702	589	667	639	720
YOR133W	359	836	1178	587	957
YOR134W	468	420	1043	708	665
YOR135C	315	324	323	368	390
YOR136W	2782	2728	2383	2990	2780
YOR137C	508	378	364	430	374
YOR138C	826	713	846	983	743
YOR139C	26	24	21	24	20
YOR140W	227	240	245	289	249
YOR141C	418	382	404	520	385
YOR142W	2115	1842	2558	2316	2335
YOR142W-A	0	0	0	0	0
YOR142W-B	0	0	0	0	0
YOR143C	54	67	94	53	65
YOR144C	31	37	89	58	66
YOR145C	495	565	692	697	612
YOR146W	107	110	172	196	150
YOR147W	602	543	464	682	585
YOR148C	202	157	267	363	253
YOR149C	262	255	243	257	237
YOR150W	401	615	461	378	589
YOR151C	700	1006	1053	756	1055
YOR152C	712	386	440	719	450
YOR153W	1148	1123	1692	1426	1388
YOR154W	189	164	185	277	171
YOR155C	660	382	468	615	406
YOR156C	193	164	179	204	182
YOR157C	1134	1130	875	865	1090
YOR158W	316	493	431	359	475
YOR159C	134	133	144	116	161
YOR160W	304	296	295	330	260
YOR161C	2529	930	985	2434	1042
YOR161C-C	2	3	4	8	2
YOR161W-A	218	61	89	175	73
YOR161W-B	423	183	207	442	196
YOR162C	243	227	261	294	265
YOR163W	547	397	472	530	430
YOR164C	146	211	243	215	228
YOR165W	388	553	640	504	687
YOR166C	87	129	121	88	118
YOR167C	677	1309	1780	1194	1528
YOR168W	525	734	822	609	818
YOR169C	153	205	196	188	224
YOR170W	109	125	125	167	137
YOR171C	525	578	650	625	744
YOR172W	192	287	301	247	299
YOR173W	9373	5990	4553	7380	5398
YOR174W	173	166	233	206	200
YOR175C	753	710	1245	952	924
YOR176W	1349	1047	1582	1147	1442
YOR177C	135	126	282	303	177
YOR178C	4316	4380	3930	4310	4732
YOR179C	299	210	306	503	251
YOR180C	96	57	130	133	96
YOR181W	325	361	446	267	418
YOR182C	586	893	1031	876	921
YOR183W	2	2	6	7	5
YOR184W	1077	948	1862	3031	1325
YOR185C	2276	969	785	1791	1049
YOR186C-A	574	128	112	326	106
YOR186W	850	194	136	522	162
YOR187W	1712	2499	2119	1654	2706
YOR188W	89	128	229	151	162
YOR189W	262	245	293	307	281
YOR190W	183	157	230	261	178
YOR191W	326	377	437	413	404
YOR192C	128	122	151	187	134
YOR192C-A	0	0	0	0	0
YOR192C-B	0	0	0	0	0
YOR192C-C	0	0	0	0	0
YOR193W	381	297	333	423	330
YOR194C	815	737	749	826	832
YOR195W	68	132	217	95	194
YOR196C	648	678	874	989	724
YOR197W	552	829	1160	565	927
YOR198C	231	622	999	310	789
YOR199W	0	5	3	6	2
YOR200W	147	137	170	230	134
YOR201C	473	427	459	766	479
YOR202W	825	328	412	1697	334
YOR203W	0	1	0	5	1
YOR204W	409	657	660	458	622
YOR205C	152	187	156	169	204
YOR206W	169	327	396	279	375
YOR207C	356	524	673	511	636
YOR208W	506	494	651	512	540
YOR209C	572	1192	2267	950	1809
YOR210W	154	231	285	191	230
YOR211C	368	374	354	442	430
YOR212W	384	669	998	658	1001
YOR213C	163	187	240	267	231
YOR214C	39	28	68	106	48
YOR215C	3982	2820	1633	3114	2387
YOR216C	66	73	87	73	81
YOR217W	271	252	317	271	310
YOR218C	106	101	81	111	113
YOR219C	479	390	563	492	465
YOR220W	2720	1978	2462	2344	2384
YOR221C	1075	702	662	1121	726
YOR222W	626	375	1227	1114	594
YOR223W	604	412	452	562	451
YOR224C	110	216	286	133	236
YOR225W	442	61	69	641	56
YOR226C	1091	142	181	1366	151
YOR227W	1447	1304	1304	1505	1299
YOR228C	1171	793	622	989	769
YOR229W	146	161	200	251	181
YOR230W	12182	8441	8095	11048	9504
YOR231C-A	48	44	46	42	43
YOR231W	453	430	346	377	388
YOR232W	525	827	627	420	710
YOR233W	89	142	161	94	177
YOR234C	264	400	657	463	453
YOR235W	4	4	3	5	1
YOR236W	65	61	110	113	89
YOR237W	158	250	323	277	339
YOR238W	151	147	223	185	197
YOR239W	405	473	760	475	566
YOR241W	186	240	251	201	226
YOR242C	18	51	65	36	50
YOR243C	108	214	258	161	207
YOR244W	278	295	309	349	321
YOR245C	959	759	701	896	754
YOR246C	214	215	358	322	268
YOR247W	343	473	1154	315	933
YOR248W	4	3	10	3	12
YOR249C	236	179	232	246	214
YOR250C	252	217	264	250	244
YOR251C	611	512	511	699	588
YOR252W	183	233	260	286	234
YOR253W	131	94	123	122	91
YOR254C	188	325	503	222	390
YOR255W	84	41	168	200	80
YOR256C	518	533	584	574	626
YOR257W	409	509	499	412	447
YOR258W	190	108	148	165	136
YOR259C	2068	2070	1608	1623	1981
YOR260W	210	291	292	207	266
YOR261C	1415	1208	1033	1209	1251
YOR262W	245	251	247	442	280
YOR263C	89	80	116	120	77
YOR264W	463	430	493	589	454
YOR265W	79	67	88	112	87
YOR266W	132	189	134	159	173
YOR267C	869	933	841	661	820
YOR268C	2	4	4	3	6
YOR269W	87	60	72	92	50
YOR270C	1656	1719	2086	1696	1957
YOR271C	645	219	359	878	312
YOR272W	60	126	187	133	164
YOR273C	831	518	770	1278	707
YOR274W	282	265	302	325	310
YOR275C	387	405	394	406	404
YOR276W	145	245	453	240	360
YOR277C	120	228	406	187	263
YOR278W	102	143	145	130	152
YOR279C	123	149	149	159	157
YOR280C	168	194	142	130	161
YOR281C	167	209	236	223	251
YOR282W	11	21	25	11	24
YOR283W	313	358	623	639	460
YOR284W	27	37	88	43	59
YOR285W	3745	2932	2369	3135	2608
YOR286W	402	503	492	398	566
YOR287C	25	65	68	51	72
YOR288C	119	146	346	157	223
YOR289W	1843	1401	1182	1556	1260
YOR290C	635	521	592	641	594
YOR291W	481	498	450	418	442
YOR292C	1102	845	553	854	716
YOR293C-A	0	0	3	1	3
YOR293W	727	1573	2276	1694	1918
YOR294W	191	277	396	299	354
YOR295W	52	88	86	80	74
YOR296W	124	142	146	175	159
YOR297C	178	163	177	235	205
YOR298C-A	4152	3391	2766	3313	3059
YOR298W	135	72	69	130	71
YOR299W	367	293	466	354	352
YOR300W	4	1	2	5	3
YOR301W	83	89	178	136	122
YOR302W	302	203	303	808	234
YOR303W	7683	4447	6104	15286	5154
YOR304C-A	82	55	82	74	74
YOR304W	190	244	298	211	257
